993103		963.4701666666666	1013.6286666666666	1314.4765	839.7381666666666	871.2133333333334	870.341	892.666	846.3198333333333	869.177	868.4841666666666
993107		871.9046666666667	808.52	1259.1933333333334	825.5665	873.2746666666667	895.1546666666667	897.6535	905.0638333333334	874.4243333333334	839.2593333333333
993121		899.4616666666667	864.6345	1514.4946666666667	842.5631666666667	835.3698333333333	895.1815	820.4371666666667	871.7456666666667	869.0156666666667	845.9726666666667
993137		863.4585	841.2793333333333	1553.6965	830.0298333333334	866.171	1025.5091666666667	1130.4436666666666	926.8766666666667	942.8061666666666	946.9875
993169		1133.8055	913.608	1457.356	825.1846666666667	855.1465	940.1768333333333	847.543	836.9418333333333	850.614	817.2448333333333
993197		866.3075	1056.503	1422.4171666666666	871.0116666666667	855.4218333333333	898.2033333333334	867.1423333333333	873.4711666666667	897.9981666666666	1175.6921666666667
993199		913.7498333333333	861.545	1373.1105	878.3561666666667	849.3336666666667	872.4446666666666	874.3206666666666	864.5281666666667	880.62	849.0996666666666
993203		896.6565	822.897	1208.6406666666667	855.2761666666667	911.3105	1001.4556666666666	868.5523333333333	939.0886666666667	910.075	892.74
993211		995.4266666666666	860.4368333333333	1317.1601666666666	893.1823333333333	892.2488333333333	885.4688333333334	832.5718333333333	894.5456666666666	887.4386666666667	876.7843333333333
993217		879.5148333333333	859.4656666666667	1371.3108333333332	837.7386666666666	844.331	876.9803333333333	856.6545	845.4591666666666	826.2013333333333	883.2978333333333
993233		867.4295	827.9995	1211.4158333333332	881.483	856.11	897.39	835.66	875.9126666666667	870.1191666666666	872.6433333333333
993241		881.547	934.5985	1255.8021666666666	878.818	851.7956666666666	877.814	1008.8705	852.3515	931.1703333333334	859.5786666666667
993247		879.9061666666666	798.8403333333333	1163.8795	849.3355	846.3828333333333	878.5886666666667	871.244	829.4733333333334	827.2245	835.2768333333333
993253		899.5886666666667	861.1656666666667	1290.4346666666668	877.2025	871.0083333333333	891.697	875.4918333333334	853.561	854.3043333333334	846.1951666666666
993269		836.1196666666667	853.3573333333334	1260.4655	898.817	854.1761666666666	890.775	853.0518333333333	863.2558333333334	912.9651666666666	862.9248333333334
993283		869.007	834.2173333333334	1439.8046666666667	996.2168333333333	928.9575	1013.9148333333334	1060.9101666666666	929.155	1011.1458333333334	992.5203333333334
993287		939.884	939.79	1285.728	858.1036666666666	915.6485	957.329	880.2035	844.396	827.8578333333334	880.3365
993319		878.3923333333333	850.5563333333333	1348.123	878.3215	853.8961666666667	897.0766666666667	886.3431666666667	844.4435	832.879	869.051
993323		877.869	1026.198	1774.2641666666666	821.1195	847.8048333333334	865.9653333333333	862.7196666666666	862.8166666666667	867.2636666666667	854.1563333333334
993341		893.2828333333333	982.564	1207.5375	865.3293333333334	872.3976666666666	911.4851666666667	850.9608333333333	858.1393333333333	850.4713333333333	832.0436666666667
993367		891.1526666666666	848.372	1196.6176666666668	865.5036666666666	831.1066666666667	922.982	823.1088333333333	840.2671666666666	867.5415	863.4763333333333
993397		894.0463333333333	850.5673333333333	1195.1088333333332	811.6016666666667	847.8846666666667	866.4333333333333	828.3643333333333	855.6878333333333	849.7008333333333	832.67
993401		964.8053333333334	967.0826666666667	1386.505	848.5253333333334	853.0106666666667	877.4378333333333	824.1695	860.0886666666667	851.5188333333333	865.7448333333333
993407		867.6865	855.6876666666667	1210.949	811.3265	866.2125	883.1911666666666	834.6446666666667	872.5366666666666	821.4916666666667	828.0463333333333
993431		840.3341666666666	829.6543333333333	1099.3016666666667	850.7925	852.5215	853.287	861.9946666666667	843.9753333333333	838.7163333333333	856.8813333333334
993437		947.7706666666667	890.4673333333334	1298.0171666666668	850.2453333333333	844.983	903.4953333333333	844.5881666666667	823.355	848.484	852.7738333333333
